fonte,codigo,titulo,tipo,subtipo,finalidade,preco_locacao,preco_venda,valor_condominio,valor_iptu,bairro,cidade,estado,endereco,latitude,longitude,dormitorios,suites,banheiros,garagens,area_total,area_construida,area_util,area_terreno,descricao,url
Center,13452,,Apartamentos,Padrão,Locacao,"1.112,00",,390,,Jardim Ricetti,São Carlos,São Paulo,,-22.0259200000000,-47.8771200000000,4,,2,1,3,58,100,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-ricetti/13452
Center,128293,Casa para locação versátil (Residencial ou Comercial),Casas,Padrão,Locacao,"3.334,00",,,96,Jardim Brasil,São Carlos,São Paulo,,-22.0205700000000,-47.8830900000000,2,111.57,1,2,2,,301.99,,Casa para locação versátil (Residencial ou Comercial),https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-brasil/128293
Center,129028,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.667,00",,472,,Vila Irene,São Carlos,São Paulo,,-22.0309200000000,-47.8832300000000,2,,1,1,2,59,59,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-irene/129028
Center,129029,Sala comercial para locação!,Comercial,Sala,Locacao,"3.389,00",,,10,Centro,São Carlos,São Paulo,,-22.0091100000000,-47.8917900000000,,,1,,,80,80,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/129029
Center,129030,Apartamento para locação!,Apartamentos,Cobertura,Locacao,"5.556,00",,822,320,Parque Faber,São Carlos,São Paulo,,-22.0162500000000,-47.9164600000000,4,,2,2,3,101,101,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/129030
Center,129031,Casa para locação!,Casas,Alto Padrão,Locacao,"11.112,00",,800,430,Parque Tecnológico Damha I,São Carlos,São Paulo,,-21.9597000000000,-47.8973700000000,6,240,5,4,3,,,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/parque-tecnológico-damha-i/129031
Center,129032,Barracão para locação!,Comercial,Barracão/Galpão,Locacao,"3.500,00",,,,Parque Industrial,São Carlos,São Paulo,,-21.9879200000000,-47.9023200000000,,,1,,,300,400,,Barracão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/parque-industrial/129032
Center,127308,Apartamento disponível para locação.,Apartamentos,Padrão,Locacao,"1.000,00",,316,61,Jardim Ipanema,São Carlos,São Paulo,,-21.9869400000000,-47.9254300000000,2,,1,,2,,,,Apartamento disponível para locação.,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-ipanema/127308
Center,129027,Apartamento Studio para locação!,Apartamentos,Studio,Locacao,"1.649,00",,215,,Jardim Lutfalla,São Carlos,São Paulo,,-22.0044300000000,-47.8959200000000,1,,1,,1,32,32,,Apartamento Studio para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/129027
Center,129010,,Casas,Padrão,Locacao,"3.334,00",,,,Jardim Ricetti,São Carlos,São Paulo,,-22.0266100000000,-47.8779500000000,4,170,3,3,3,,170,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-ricetti/129010
Center,129011,Apartamento Flat para locação!,Apartamentos,Flat,Locacao,"2.612,00",,175,50,Jardim Paulistano,São Carlos,São Paulo,,-21.9974000000000,-47.8984700000000,1,,1,1,1,45,45,,Apartamento Flat para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-paulistano/129011
Center,129012,Sala comercial para locação!,Comercial,Sala,Locacao,"612,00",,,,Centro,São Carlos,São Paulo,,-22.0192800000000,-47.8885400000000,,,3,,,18,,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/129012
Center,129013,Sala comercial para locação!,Comercial,Sala,Locacao,"500,00",,,,Centro,São Carlos,São Paulo,,-22.0192800000000,-47.8885400000000,,,3,,,10,,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/129013
Center,129014,Sala comercial para locação!,Comercial,Sala,Locacao,"723,00",,,,Centro,São Carlos,São Paulo,,-22.0192800000000,-47.8885400000000,,,3,,,21,,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/129014
Center,129009,Casa para locação!,Casas,Alto Padrão,Locacao,"8.500,00",,467,227,Condomínio Village São Carlos IV,São Carlos,São Paulo,,-21.9734400000000,-47.8909500000000,6,180,4,4,3,,,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/condomínio-village-são-carlos-iv/129009
Center,129006,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,256,90,Jardim Gibertoni,São Carlos,São Paulo,,-22.0187600000000,-47.9075700000000,2,,1,1,2,49,49,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-gibertoni/129006
Center,129004,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"3.334,00",,690,150,Centro,São Carlos,São Paulo,,-22.0105300000000,-47.8877500000000,4,,2,2,3,98,98,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/129004
Center,129005,Casa para locação!,Casas,Padrão,Locacao,"3.889,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.0034100000000,-47.8774300000000,3,171.62,2,3,3,,285.75,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-costa-do-sol/129005
Center,129008,Casa para locação!,Casas,Padrão,Locacao,"3.000,00",,,,Vila Prado,São Carlos,São Paulo,,-22.0269700000000,-47.9005900000000,3,150,2,1,3,,250,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-prado/129008
Center,125579,,Apartamentos,Padrão,SL,,"380.000,00",480,,Jardim Gibertoni,São Carlos,São Paulo,,,,3,,2,2,2,45,54,,,https://www.centerimoveis.com/imovel/venda/apartamentos/são-carlos/jardim-gibertoni/125579
Center,129003,,Apartamentos,Padrão,Locacao,"2.760,00",,400,65,Planalto Paraíso,São Carlos,São Paulo,,-22.0092000000000,-47.9066500000000,2,,1,1,2,,,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/planalto-paraíso/129003
Center,117164,,Comercial,Sala,Locacao,"1.590,00",,,29.89,Centro,São Carlos,São Paulo,,-22.0219600000000,-47.8878000000000,,,1,,,55,55,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/117164
Center,127266,Apartamento disponível para locação.,Apartamentos,Padrão,Locacao,"760,00",,430,47.01,Cidade Jardim,São Carlos,São Paulo,,-22.0006800000000,-47.8989400000000,2,,1,,2,55,,,Apartamento disponível para locação.,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/127266
Center,128596,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.778,00",,700,120,Centro,São Carlos,São Paulo,,-22.0099900000000,-47.8948100000000,3,,2,1,2,70,70,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128596
Center,128999,Casa para locação!,Casas,Alto Padrão,Locacao,"10.334,00",,500,200,Swiss Park,São Carlos,São Paulo,,-22.0162500000000,-47.9164600000000,10,235,6,4,5,,,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/swiss-park/128999
Center,129000,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.300,00",,290,,Jardim Embaré,São Carlos,São Paulo,,-21.9643100000000,-47.9221400000000,2,,1,1,2,49,49,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-embaré/129000
Center,126171,,Comercial,Salão,SL,,"500.000,00",,,Jardim Botafogo,São Carlos,São Paulo,,-22.0253900000000,-47.9108000000000,,,1,,,155,250,,,https://www.centerimoveis.com/imovel/venda/comercial/são-carlos/jardim-botafogo/126171
Center,128995,Casa para locação!,Casas,Alto Padrão,Locacao,"6.000,00",,565,295,Jardim Jockey Club,São Carlos,São Paulo,,-21.9754600000000,-47.8987600000000,4,190.68,3,4,3,,,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-jockey-club/128995
Center,128997,Salão para locação!,Comercial,Salão,Locacao,"1.750,00",,,74.5,Jardim São Carlos,São Carlos,São Paulo,,-22.0256000000000,-47.8754700000000,,,1,,,,20,,Salão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-são-carlos/128997
Center,126711,,Casas,Padrão,Locacao,"2.445,00",,,100.6,Jardim Ricetti,São Carlos,São Paulo,,-22.0297600000000,-47.8766300000000,3,120,2,2,3,,,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-ricetti/126711
Center,124890,,Comercial,Sala,Locacao,"1.500,00",,,132.6,N/C,São Carlos,São Paulo,,-22.0177500000000,-47.8939500000000,,,2,,,40,40,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/n/c/124890
Center,124350,,Comercial,Sala,Locacao,"1.500,00",,,132.6,Centro,São Carlos,São Paulo,,-22.0177500000000,-47.8939500000000,,,2,,,40,40,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/124350
Center,128987,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.778,00",,230,67.85,Centro,São Carlos,São Paulo,,-22.0157000000000,-47.8918500000000,2,,1,,2,60,60,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128987
Center,128988,Casa para locação!,Casas,Padrão,Locacao,"1.223,00",,,,Conjunto Habitacional Planalto Verde,São Carlos,São Paulo,,,,2,50,1,4,2,,50,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/conjunto-habitacional-planalto-verde/128988
Center,12651,,Apartamentos,Padrão,Locacao,"1.500,00",,100,17.17,Jardim Macarengo,São Carlos,São Paulo,,,,1,,1,,1,45,100,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-macarengo/12651
Center,128990,Sala comercial para locação!,Comercial,Sala,Locacao,"1.690,00",,,99.5,N/C,São Carlos,São Paulo,,-22.0177500000000,-47.8939500000000,,,2,,,50,50,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/n/c/128990
Center,128991,Sala comercial para locação!,Comercial,Sala,Locacao,"1.690,00",,,99.5,N/C,São Carlos,São Paulo,,-22.0177500000000,-47.8939500000000,,,2,,,50,50,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/n/c/128991
Center,124960,,Comercial,Barracão/Galpão,Locacao,"5.556,00",,,263.67,Vila Marcelino,São Carlos,São Paulo,,-22.0293000000000,-47.8875600000000,,,2,,,,300,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-marcelino/124960
Center,13823,,Apartamentos,Padrão,Locacao,"1.556,00",,260,60,Jardim Macarengo,São Carlos,São Paulo,,,,3,,2,1,2,45,45,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-macarengo/13823
Center,128981,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.400,00",,300,100,Recreio São Judas Tadeu,São Carlos,São Paulo,,-22.0340000000000,-47.8625600000000,2,,1,1,2,52,52,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/recreio-são-judas-tadeu/128981
Center,128982,Sobrado para locação!,Casas,Sobrado,Locacao,"3.334,00",,,150,Cidade Jardim,São Carlos,São Paulo,,-21.9929000000000,-47.8915200000000,8,180,8,4,4,,,,Sobrado para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/cidade-jardim/128982
Center,13139,Apartamento disponível para locação.,Apartamentos,Padrão,Locacao,"1.667,00",,250,90,Centro,São Carlos,São Paulo,,,,3,,2,1,2,65,,,Apartamento disponível para locação.,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/13139
Center,124399,,Apartamentos,Padrão,Locacao,"1.112,00",,100,84.4,Jardim Santa Felícia,São Carlos,São Paulo,,,,1,,1,,1,43,43,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-santa-felícia/124399
Center,128971,Apartamento para venda!,Apartamentos,Padrão,SL,,"280.000,00",252.2,,Jardim Jockey Club,São Carlos,São Paulo,,-21.9798900000000,-47.9015600000000,2,,1,1,2,43.66,52.39,,Apartamento para venda!,https://www.centerimoveis.com/imovel/venda/apartamentos/são-carlos/jardim-jockey-club/128971
Center,128977,Casa para locação (frente)!,Casas,Padrão,Locacao,"1.667,00",,,,Vila Brasília,São Carlos,São Paulo,,-21.9993700000000,-47.8873800000000,2,80,1,,2,,,,Casa para locação (frente)!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-brasília/128977
Center,128978,Casa para locação! (fundos),Casas,Fundos,Locacao,"1.112,00",,,,Vila Brasília,São Carlos,São Paulo,,-21.9993700000000,-47.8873800000000,1,50,,,1,,,,Casa para locação! (fundos),https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-brasília/128978
Center,128972,Casa para locação!,Casas,Padrão,Locacao,"2.600,00",,,80,Prolongamento Jardim Medeiros,São Carlos,São Paulo,,-22.0343400000000,-47.9071400000000,4,75,2,2,3,,125,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/prolongamento-jardim-medeiros/128972
Center,128974,Casa para locação!,Casas,Padrão,Locacao,"1.800,00",,,,Balneário Santo Antonio,ITIRAPINA,São Paulo,,,,3,80,2,,2,,370,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/itirapina/balneário-santo-antonio/128974
Center,128975,Sala Comercial para locação!,Comercial,Sala,Locacao,"3.100,00",,,48,Centro,São Carlos,São Paulo,,-22.0168700000000,-47.8836400000000,,,2,,,100,150,,Sala Comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/128975
Center,128976,Apartamento para venda!,Apartamentos,Padrão,Locacao,"2.667,00",,400,80,Centro,São Carlos,São Paulo,,-22.0142800000000,-47.8970400000000,3,,2,1,2,60,,,Apartamento para venda!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128976
Center,121785,,Apartamentos,Padrão,Locacao,"2.480,00",,180,77,Jardim Lutfalla,São Carlos,São Paulo,,-22.0059000000000,-47.8924200000000,2,,1,1,2,59,,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/121785
Center,128966,Salão para locação!,Comercial,Salão,Locacao,"1.334,00",,,,Jardim Cruzeiro Do Sul,São Carlos,São Paulo,,-22.0433000000000,-47.8862200000000,,,1,,,65,65,,Salão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-cruzeiro-do-sul/128966
Center,128967,Casa para locação!,Casas,Sobreposta,Locacao,"1.667,00",,,,Jardim Cruzeiro Do Sul,São Carlos,São Paulo,,-22.0433000000000,-47.8862200000000,4,120,1,,3,,,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-cruzeiro-do-sul/128967
Center,128968,Salão comercial para locação!,Comercial,Salão,Locacao,"1.223,00",,,60,Vila São José,São Carlos,São Paulo,,-22.0031200000000,-47.8738700000000,,,2,,,90,90,,Salão comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-são-josé/128968
Center,128963,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,700,,Centreville,São Carlos,São Paulo,,-22.0248300000000,-47.8819100000000,4,,2,1,3,102,102,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128963
Center,128964,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,700,,Centreville,São Carlos,São Paulo,,-22.0248300000000,-47.8819100000000,4,,2,1,3,102,102,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128964
Center,128962,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.350,00",,260,50,Jardim Nova Santa Paula,São Carlos,São Paulo,,-21.9975700000000,-47.8994600000000,2,,1,1,2,50,50,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-nova-santa-paula/128962
Center,128961,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.350,00",,260,50,Jardim Nova Santa Paula,São Carlos,São Paulo,,-21.9975700000000,-47.8994600000000,2,,1,1,2,50,50,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-nova-santa-paula/128961
Center,128956,,Comercial,Salão,Locacao,"900,00",,,,Jardim Beatriz,São Carlos,São Paulo,,-22.0360500000000,-47.8955000000000,,,1,,,,,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-beatriz/128956
Center,2249,,Comercial,Sala,Locacao,"2.800,00",,,30,Centro,São Carlos,São Paulo,,-22.0133300000000,-47.8931400000000,,,1,,,11,15,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/2249
Center,3149,,Apartamentos,Kitnet,Locacao,"850,00",,,,Centro,São Carlos,São Paulo,,-22.0133400000000,-47.8930100000000,1,,1,,1,20,,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/3149
Center,128955,,Casas,Padrão,Locacao,"1.112,00",,,140,Vila Bela Vista,São Carlos,São Paulo,,-22.0280000000000,-47.9082700000000,2,,1,1,2,,,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-bela-vista/128955
Center,128950,Apartamento alto padrão para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,700,,Centreville,São Carlos,São Paulo,,-22.0248300000000,-47.8819100000000,4,,2,1,3,102,,,Apartamento alto padrão para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128950
Center,128949,Apartamento alto padrão para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,700,,Centreville,São Carlos,São Paulo,,-22.0248300000000,-47.8819100000000,4,,2,1,3,102,,,Apartamento alto padrão para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128949
Center,128953,Apartamento para locação! ,Apartamentos,Alto Padrão,Locacao,"2.778,00",,550,260,Parque Faber,São Carlos,São Paulo,,,,4,,2,1,3,76.18,76.18,,Apartamento para locação! ,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128953
Center,128952,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"2.778,00",,550,260,Parque Faber,São Carlos,São Paulo,,,,4,,2,1,3,57.36,57.36,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128952
Center,125368,,Casas,Sobrado,Locacao,"2.223,00",,,,Centreville,São Carlos,São Paulo,,-22.0234500000000,-47.8892600000000,3,,1,2,3,,,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centreville/125368
Center,11702,,Comercial,Barracão/Galpão,Locacao,"6.600,00",,,281.48,Vila Izabel,São Carlos,São Paulo,,-22.0332000000000,-47.8875700000000,,,2,,,0,0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-izabel/11702
Center,128937,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.0271700000000,-47.8695600000000,3,,1,1,2,60,60,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128937
Center,3484,,Casas,Padrão,Locacao,"6.600,00",,,,Vila Izabel,São Carlos,São Paulo,,-22.0332200000000,-47.8874800000000,,11,,,,,15,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-izabel/3484
Center,127056,Casa disponível para locação.,Casas,Padrão,Locacao,"2.400,00",,,80,Jardim Beatriz,São Carlos,São Paulo,,-22.0342200000000,-47.9090100000000,3,70,2,1,2,,,,Casa disponível para locação.,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-beatriz/127056
Center,128938,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.0271700000000,-47.8695600000000,3,,2,1,2,60,60,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128938
Center,128939,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.223,00",,480,80,Vila Monteiro,São Carlos,São Paulo,,-22.0249700000000,-47.8876800000000,4,,2,1,3,50,50,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-monteiro/128939
Center,128936,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.0271700000000,-47.8695600000000,3,,2,1,2,60,60,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128936
Center,128935,Salão comercial para locação!,Comercial,Salão,Locacao,"1.334,00",,,,Vila Prado,São Carlos,São Paulo,,-22.0269200000000,-47.9006300000000,,,1,,,38,,,Salão comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-prado/128935
Center,9365,,Comercial,Barracão/Galpão,Locacao,"7.000,00",,,241.26,Centro,São Carlos,São Paulo,,-22.0224700000000,-47.8921000000000,,,2,,,300,350,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/9365
Center,128927,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,220,,Cidade Jardim,São Carlos,São Paulo,,-22.0001100000000,-47.8955500000000,3,,2,1,2,50,50,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/128927
Center,128928,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,220,,Cidade Jardim,São Carlos,São Paulo,,-22.0001100000000,-47.8955500000000,3,,2,1,2,50,50,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/128928
Center,128932,Galpão industrial para venda!,Industrial,Galpão,Locacao,"63.000,00",,,,Parque Novo Mundo,São Carlos,São Paulo,,-22.0160200000000,-47.8955400000000,,,,,,,,,Galpão industrial para venda!,https://www.centerimoveis.com/imovel/locacao/industrial/são-carlos/parque-novo-mundo/128932
Center,128933,Barracão para locação!,Comercial,Barracão/Galpão,Locacao,"20.000,00",,,,Jardim São Paulo,São Carlos,São Paulo,,-22.0351500000000,-47.8797200000000,,,,,,,1200,,Barracão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-são-paulo/128933
Center,128929,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.400,00",,,,Vila Nery,São Carlos,São Paulo,,,,2,,1,,2,48,48,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-nery/128929
Center,128930,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.0271700000000,-47.8695600000000,3,,2,1,2,60,60,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128930
Center,128931,Sala Comercial Estratégica ,Comercial,Sala,Locacao,"556,00",,250,,Centro,São Carlos,São Paulo,,-22.0176000000000,-47.8926500000000,,,1,,,,42,,Sala Comercial Estratégica ,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/128931
Center,122071,,Apartamentos,Kitnet,Locacao,"720,00",,,,Vila Pureza,São Carlos,São Paulo,,-22.0065700000000,-47.8993700000000,1,,1,1,1,30,,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-pureza/122071
Center,122854,,Comercial,Sala,Locacao,"2.600,00",,350,86.6,Centro,São Carlos,São Paulo,,-22.0173600000000,-47.8888300000000,,,1,,,40.08,,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/122854
Center,122349,,Apartamentos,Padrão,Locacao,"1.667,00",,180,168.46,Centro,São Carlos,São Paulo,,,,3,,2,2,2,50,100,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/122349
