fonte,codigo,titulo,tipo,subtipo,finalidade,preco_locacao,preco_venda,valor_condominio,valor_iptu,bairro,cidade,estado,endereco,latitude,longitude,dormitorios,suites,banheiros,garagens,area_total,area_construida,area_util,area_terreno,descricao,url
Center,129013,Sala comercial para locação!,Comercial,Sala,Locacao,"500,00",,,,Centro,São Carlos,São Paulo,,-22.01928,-47.88854,,,3.0,,,10.0,10.0,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/129013
Center,129014,Sala comercial para locação!,Comercial,Sala,Locacao,"723,00",,,,Centro,São Carlos,São Paulo,,-22.01928,-47.88854,,,3.0,,,21.0,21.0,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/129014
Center,129009,Casa para locação!,Casas,Alto Padrão,Locacao,"8.500,00",,"467,00","227,00",Condomínio Village São Carlos IV,São Carlos,São Paulo,,-21.97344,-47.89095,6.0,180.0,4.0,4.0,,,,180.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/condomínio-village-são-carlos-iv/129009
Center,129006,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,"256,00","90,00",Jardim Gibertoni,São Carlos,São Paulo,,-22.01876,-47.90757,2.0,,1.0,1.0,49.0,49.0,49.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-gibertoni/129006
Center,129004,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"3.334,00",,"690,00","150,00",Centro,São Carlos,São Paulo,,-22.01053,-47.88775,4.0,,2.0,2.0,98.0,98.0,98.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/129004
Center,129005,Casa para locação!,Casas,Padrão,Locacao,"3.889,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.00341,-47.87743,3.0,171.62,2.0,3.0,285.75,,285.75,171.62,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-costa-do-sol/129005
Center,129008,Casa para locação!,Casas,Padrão,Locacao,"3.000,00",,,,Vila Prado,São Carlos,São Paulo,,-22.02697,-47.90059,3.0,150.0,2.0,1.0,250.0,,250.0,150.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-prado/129008
Center,117164,,Comercial,Sala,Locacao,"1.590,00",,,"29,89",Centro,São Carlos,São Paulo,,-22.02196,-47.8878,,,1.0,,55.0,55.0,55.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/117164
Center,125579,,Apartamentos,Padrão,SL,,"380.000,00","480,00",,Jardim Gibertoni,São Carlos,São Paulo,,,,3.0,,2.0,2.0,54.0,45.0,45.0,,,https://www.centerimoveis.com/imovel/venda/apartamentos/são-carlos/jardim-gibertoni/125579
Center,129003,,Apartamentos,Padrão,Locacao,"2.760,00",,"400,00","65,00",Planalto Paraíso,São Carlos,São Paulo,,-22.0092,-47.90665,2.0,,1.0,1.0,,,,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/planalto-paraíso/129003
Center,127266,Apartamento disponível para locação.,Apartamentos,Padrão,Locacao,"760,00",,"430,00","47,01",Cidade Jardim,São Carlos,São Paulo,,-22.00068,-47.89894,2.0,,1.0,,,55.0,55.0,,Apartamento disponível para locação.,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/127266
Center,128596,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.778,00",,"700,00","120,00",Centro,São Carlos,São Paulo,,-22.00999,-47.89481,3.0,,2.0,1.0,70.0,70.0,70.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128596
Center,128999,Casa para locação!,Casas,Alto Padrão,Locacao,"10.334,00",,"500,00","200,00",Swiss Park,São Carlos,São Paulo,,-22.01625,-47.91646,10.0,235.0,6.0,4.0,,,,235.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/swiss-park/128999
Center,129000,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.300,00",,"290,00",,Jardim Embaré,São Carlos,São Paulo,,-21.96431,-47.92214,2.0,,1.0,1.0,49.0,49.0,49.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-embaré/129000
Center,126171,,Comercial,Salão,SL,,"500.000,00",,,Jardim Botafogo,São Carlos,São Paulo,,-22.02539,-47.9108,,,1.0,,250.0,155.0,155.0,,,https://www.centerimoveis.com/imovel/venda/comercial/são-carlos/jardim-botafogo/126171
Center,128995,Casa para locação!,Casas,Alto Padrão,Locacao,"6.000,00",,"565,00","295,00",Jardim Jockey Club,São Carlos,São Paulo,,-21.97546,-47.89876,4.0,190.68,3.0,4.0,,,,190.68,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-jockey-club/128995
Center,128997,Salão para locação!,Comercial,Salão,Locacao,"1.750,00",,,"74,50",Jardim São Carlos,São Carlos,São Paulo,,-22.0256,-47.87547,,,1.0,,20.0,,20.0,,Salão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-são-carlos/128997
Center,125321,"Casa de alto padrão para alugar na Vila Faria, São Carlos",Casas,Padrão,Locacao,"2.550,00",,,"170,33",Vila Faria,São Carlos,São Paulo,,-22.01871,-47.88065,4.0,,3.0,2.0,,,,,"Casa de alto padrão para alugar na Vila Faria, São Carlos",https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-faria/125321
Center,126711,,Casas,Padrão,Locacao,"2.445,00",,,"100,60",Jardim Ricetti,São Carlos,São Paulo,,-22.02976,-47.87663,3.0,120.0,2.0,2.0,,,,120.0,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-ricetti/126711
Center,124890,,Comercial,Sala,Locacao,"1.500,00",,,"132,60",N/C,São Carlos,São Paulo,,-22.01775,-47.89395,,,2.0,,40.0,40.0,40.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/n/c/124890
Center,124350,,Comercial,Sala,Locacao,"1.500,00",,,"132,60",Centro,São Carlos,São Paulo,,-22.01775,-47.89395,,,2.0,,40.0,40.0,40.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/124350
Center,128987,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.778,00",,"230,00","67,85",Centro,São Carlos,São Paulo,,-22.0157,-47.89185,2.0,,1.0,,60.0,60.0,60.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128987
Center,128988,Casa para locação!,Casas,Padrão,Locacao,"1.223,00",,,,Conjunto Habitacional Planalto Verde,São Carlos,São Paulo,,,,2.0,50.0,1.0,4.0,50.0,,50.0,50.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/conjunto-habitacional-planalto-verde/128988
Center,12651,,Apartamentos,Padrão,Locacao,"1.500,00",,"100,00","17,17",Jardim Macarengo,São Carlos,São Paulo,,,,1.0,,1.0,,100.0,45.0,45.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-macarengo/12651
Center,128990,Sala comercial para locação!,Comercial,Sala,Locacao,"1.690,00",,,"99,50",N/C,São Carlos,São Paulo,,-22.01775,-47.89395,,,2.0,,50.0,50.0,50.0,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/n/c/128990
Center,128991,Sala comercial para locação!,Comercial,Sala,Locacao,"1.690,00",,,"99,50",N/C,São Carlos,São Paulo,,-22.01775,-47.89395,,,2.0,,50.0,50.0,50.0,,Sala comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/n/c/128991
Center,124960,,Comercial,Barracão/Galpão,Locacao,"5.556,00",,,"263,67",Vila Marcelino,São Carlos,São Paulo,,-22.0293,-47.88756,,,2.0,,300.0,,300.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-marcelino/124960
Center,13823,,Apartamentos,Padrão,Locacao,"1.556,00",,"260,00","60,00",Jardim Macarengo,São Carlos,São Paulo,,,,3.0,,2.0,1.0,45.0,45.0,45.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-macarengo/13823
Center,128981,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.400,00",,"300,00","100,00",Recreio São Judas Tadeu,São Carlos,São Paulo,,-22.034,-47.86256,2.0,,1.0,1.0,52.0,52.0,52.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/recreio-são-judas-tadeu/128981
Center,128982,Sobrado para locação!,Casas,Sobrado,Locacao,"3.334,00",,,"150,00",Cidade Jardim,São Carlos,São Paulo,,-21.9929,-47.89152,8.0,180.0,8.0,4.0,,,,180.0,Sobrado para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/cidade-jardim/128982
Center,13139,Apartamento disponível para locação.,Apartamentos,Padrão,Locacao,"1.667,00",,"250,00","90,00",Centro,São Carlos,São Paulo,,-22.0220194,-47.8929316,3.0,,2.0,1.0,,65.0,65.0,,Apartamento disponível para locação.,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/13139
Center,124399,,Apartamentos,Padrão,Locacao,"1.112,00",,"100,00","84,40",Jardim Santa Felícia,São Carlos,São Paulo,,-21.9955678,-47.919346,1.0,,1.0,,43.0,43.0,43.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-santa-felícia/124399
Center,128971,Apartamento para venda!,Apartamentos,Padrão,SL,,"280.000,00","252,20",,Jardim Jockey Club,São Carlos,São Paulo,,-21.97989,-47.90156,2.0,,1.0,1.0,52.39,43.66,43.66,,Apartamento para venda!,https://www.centerimoveis.com/imovel/venda/apartamentos/são-carlos/jardim-jockey-club/128971
Center,128977,Casa para locação (frente)!,Casas,Padrão,Locacao,"1.667,00",,,,Vila Brasília,São Carlos,São Paulo,,-21.99937,-47.88738,2.0,80.0,1.0,,,,,80.0,Casa para locação (frente)!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-brasília/128977
Center,128978,Casa para locação! (fundos),Casas,Fundos,Locacao,"1.112,00",,,,Vila Brasília,São Carlos,São Paulo,,-21.99937,-47.88738,1.0,50.0,,,,,,50.0,Casa para locação! (fundos),https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-brasília/128978
Center,128972,Casa para locação!,Casas,Padrão,Locacao,"2.600,00",,,"80,00",Prolongamento Jardim Medeiros,São Carlos,São Paulo,,-22.03434,-47.90714,4.0,75.0,2.0,2.0,125.0,,125.0,75.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/prolongamento-jardim-medeiros/128972
Center,128974,Casa para locação!,Casas,Padrão,Locacao,"1.800,00",,,,Balneário Santo Antonio,ITIRAPINA,São Paulo,,,,3.0,80.0,2.0,,370.0,,370.0,80.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/itirapina/balneário-santo-antonio/128974
Center,128975,Sala Comercial para locação!,Comercial,Sala,Locacao,"3.100,00",,,"48,00",Centro,São Carlos,São Paulo,,-22.01687,-47.88364,,,2.0,,150.0,100.0,100.0,,Sala Comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/128975
Center,128976,Apartamento para venda!,Apartamentos,Padrão,Locacao,"2.667,00",,"400,00","80,00",Centro,São Carlos,São Paulo,,-22.01428,-47.89704,3.0,,2.0,1.0,,60.0,60.0,,Apartamento para venda!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128976
Center,121785,,Apartamentos,Padrão,Locacao,"2.480,00",,"180,00","77,00",Jardim Lutfalla,São Carlos,São Paulo,,-22.0059,-47.89242,2.0,,1.0,1.0,,59.0,59.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/121785
Center,128966,Salão para locação!,Comercial,Salão,Locacao,"1.334,00",,,,Jardim Cruzeiro Do Sul,São Carlos,São Paulo,,-22.0433,-47.88622,,,1.0,,65.0,65.0,65.0,,Salão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-cruzeiro-do-sul/128966
Center,128967,Casa para locação!,Casas,Sobreposta,Locacao,"1.667,00",,,,Jardim Cruzeiro Do Sul,São Carlos,São Paulo,,-22.0433,-47.88622,4.0,120.0,1.0,,,,,120.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-cruzeiro-do-sul/128967
Center,128968,Salão comercial para locação!,Comercial,Salão,Locacao,"1.223,00",,,"60,00",Vila São José,São Carlos,São Paulo,,-22.00312,-47.87387,,,2.0,,90.0,90.0,90.0,,Salão comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-são-josé/128968
Center,128963,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,"700,00",,Centreville,São Carlos,São Paulo,,-22.02483,-47.88191,4.0,,2.0,1.0,102.0,102.0,102.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128963
Center,128964,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,"700,00",,Centreville,São Carlos,São Paulo,,-22.02483,-47.88191,4.0,,2.0,1.0,102.0,102.0,102.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128964
Center,128961,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.350,00",,"260,00","50,00",Jardim Nova Santa Paula,São Carlos,São Paulo,,-21.99757,-47.89946,2.0,,1.0,1.0,50.0,50.0,50.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-nova-santa-paula/128961
Center,128962,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.350,00",,"260,00","50,00",Jardim Nova Santa Paula,São Carlos,São Paulo,,-21.99757,-47.89946,2.0,,1.0,1.0,50.0,50.0,50.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-nova-santa-paula/128962
Center,128956,,Comercial,Salão,Locacao,"900,00",,,,Jardim Beatriz,São Carlos,São Paulo,,-22.03605,-47.8955,,,1.0,,,,,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-beatriz/128956
Center,2249,,Comercial,Sala,Locacao,"2.800,00",,,"30,00",Centro,São Carlos,São Paulo,,-22.01333,-47.89314,,,1.0,,15.0,11.0,11.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/2249
Center,3149,,Apartamentos,Kitnet,Locacao,"850,00",,,,Centro,São Carlos,São Paulo,,-22.01334,-47.89301,1.0,,1.0,,,20.0,20.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/3149
Center,128955,,Casas,Padrão,Locacao,"1.112,00",,,"140,00",Vila Bela Vista,São Carlos,São Paulo,,-22.028,-47.90827,2.0,,1.0,1.0,,,,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-bela-vista/128955
Center,128950,Apartamento alto padrão para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,"700,00",,Centreville,São Carlos,São Paulo,,-22.02483,-47.88191,4.0,,2.0,1.0,,102.0,102.0,,Apartamento alto padrão para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128950
Center,128949,Apartamento alto padrão para locação!,Apartamentos,Alto Padrão,Locacao,"3.950,00",,"700,00",,Centreville,São Carlos,São Paulo,,-22.02483,-47.88191,4.0,,2.0,1.0,,102.0,102.0,,Apartamento alto padrão para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centreville/128949
Center,128953,Apartamento para locação! ,Apartamentos,Alto Padrão,Locacao,"2.778,00",,"550,00","260,00",Parque Faber,São Carlos,São Paulo,,-22.0179277,-47.9074794,4.0,,2.0,1.0,76.18,76.18,76.18,,Apartamento para locação! ,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128953
Center,128952,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"2.778,00",,"550,00","260,00",Parque Faber,São Carlos,São Paulo,,-22.0179277,-47.9074794,4.0,,2.0,1.0,57.36,57.36,57.36,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128952
Center,125368,,Casas,Sobrado,Locacao,"2.223,00",,,,Centreville,São Carlos,São Paulo,,-22.02345,-47.88926,3.0,,1.0,2.0,,,,,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centreville/125368
Center,11702,,Comercial,Barracão/Galpão,Locacao,"6.600,00",,,"281,48",Vila Izabel,São Carlos,São Paulo,,-22.0332,-47.88757,,,2.0,,,,,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-izabel/11702
Center,128937,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.02717,-47.86956,3.0,,1.0,1.0,60.0,60.0,60.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128937
Center,3484,,Casas,Padrão,Locacao,"6.600,00",,,,Vila Izabel,São Carlos,São Paulo,,-22.03322,-47.88748,,11.0,,,15.0,,15.0,11.0,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-izabel/3484
Center,127056,Casa disponível para locação.,Casas,Padrão,Locacao,"2.400,00",,,"80,00",Jardim Beatriz,São Carlos,São Paulo,,-22.03422,-47.90901,3.0,70.0,2.0,1.0,,,,70.0,Casa disponível para locação.,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-beatriz/127056
Center,128938,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.02717,-47.86956,3.0,,2.0,1.0,60.0,60.0,60.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128938
Center,128939,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.223,00",,"480,00","80,00",Vila Monteiro,São Carlos,São Paulo,,-22.02497,-47.88768,4.0,,2.0,1.0,50.0,50.0,50.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-monteiro/128939
Center,128936,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.000,00",,,,Azulville,São Carlos,São Paulo,,-22.02717,-47.86956,3.0,,2.0,1.0,60.0,60.0,60.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/azulville/128936
Center,128935,Salão comercial para locação!,Comercial,Salão,Locacao,"1.334,00",,,,Vila Prado,São Carlos,São Paulo,,-22.02692,-47.90063,,,1.0,,,38.0,38.0,,Salão comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-prado/128935
Center,9365,,Comercial,Barracão/Galpão,Locacao,"7.000,00",,,"241,26",Centro,São Carlos,São Paulo,,-22.02247,-47.8921,,,2.0,,350.0,300.0,300.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/9365
Center,128927,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,"220,00",,Cidade Jardim,São Carlos,São Paulo,,-22.00011,-47.89555,3.0,,2.0,1.0,50.0,50.0,50.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/128927
Center,128928,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,"220,00",,Cidade Jardim,São Carlos,São Paulo,,-22.00011,-47.89555,3.0,,2.0,1.0,50.0,50.0,50.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/128928
