fonte,codigo,titulo,tipo,subtipo,finalidade,preco_locacao,preco_venda,valor_condominio,valor_iptu,bairro,cidade,estado,endereco,latitude,longitude,dormitorios,suites,banheiros,garagens,area_total,area_construida,area_util,area_terreno,descricao,url
Roca,70873,"Apartamento Padrão em Vila Irene, São Carlos - Conforto e Praticidade para Você!",Apartamentos,Padrão,,,"150.000,00","270,00","37,00",Vila Irene,São Carlos,São Paulo,,-22.03092,-47.88323,2.0,,1.0,1.0,50.0,50.0,50.0,,"Apartamento Padrão em Vila Irene, São Carlos - Conforto e Praticidade para Você!",https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/vila-irene/70873
Roca,87873,Apartamento Moderno para Alugar em São Carlos - ROMEU TORTORELLI com 2 Dormitórios e Estrutura Completa,Apartamentos,Padrão,Locacao,"2.000,00",,"300,00","52,00",ROMEU TORTORELLI,São Carlos,São Paulo,,-22.00485,-47.92347,2.0,,1.0,1.0,47.0,47.0,47.0,,Apartamento Moderno para Alugar em São Carlos - ROMEU TORTORELLI com 2 Dormitórios e Estrutura Completa,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/romeu-tortorelli/87873
Roca,47746,Apartamento Padrão à Venda e Locação no Jardim Jóckei Club A em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,,,"267.000,00",,,Jardim Jóckei Club A,São Carlos,São Paulo,,-21.9865571914561,-47.8942966235281,3.0,,1.0,1.0,60.0,60.0,60.0,,Apartamento Padrão à Venda e Locação no Jardim Jóckei Club A em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/jardim-jóckei-club-a/47746
Roca,84635,,Comercial,Ponto Comercial,,,"1.150.000,00",,"185,40",CENTRO,São Carlos,São Paulo,,-22.02242,-47.88555,,,3.0,5.0,172.0,172.0,172.0,,,https://www.roca.com.br/imovel/venda/comercial/são-carlos/centro/84635
Roca,87869,Ponto Comercial para Alugar em Santa Felícia - Oportunidade Imperdível!,Comercial,Ponto Comercial,Locacao,"3.334,00",,,,Santa Felícia,São Carlos,São Paulo,,-22.0013909,-47.9161247,,,2.0,,120.0,100.0,100.0,,Ponto Comercial para Alugar em Santa Felícia - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/santa-felícia/87869
Roca,47321,"Apartamento Kitnet para Alugar em Santa Felícia, São Carlos - Conforto e Praticidade!",Apartamentos,Kitnet,Locacao,"830,00",,"25,00","45,00",Santa Felícia,São Carlos,São Paulo,,-22.00789,-47.91534,1.0,,1.0,,30.0,30.0,30.0,,"Apartamento Kitnet para Alugar em Santa Felícia, São Carlos - Conforto e Praticidade!",https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/santa-felícia/47321
Roca,18315,Casa Padrão à Venda e Locação no Loteamento Municipal São Carlos 4,Casas,Padrão,,,"320.000,00",,"55,00",Loteamento Municipal São Carlos 4,São Carlos,São Paulo,,-22.00087,-47.92578,2.0,,3.0,2.0,120.0,80.0,80.0,,Casa Padrão à Venda e Locação no Loteamento Municipal São Carlos 4,https://www.roca.com.br/imovel/venda/casas/são-carlos/loteamento-municipal-são-carlos-4/18315
Roca,55754,Apartamento Padrão à Venda e Locação no Centro de São Carlos - Conforto e Praticidade,Apartamentos,Padrão,,,"300.000,00","1.003,00","124,00",CENTRO,São Carlos,São Paulo,,-22.01618,-47.89309,2.0,,1.0,1.0,74.0,74.0,74.0,,Apartamento Padrão à Venda e Locação no Centro de São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/centro/55754
Roca,51062,"Casa Padrão para Alugar em São Carlos - 3 Dormitórios, Suíte e Edícula no Cidade Jardim",Casas,Padrão,Locacao,"2.380,00",,,"106,00",Cidade Jardim,São Carlos,São Paulo,,-22.00076,-47.89352,3.0,,2.0,4.0,200.0,100.0,100.0,,"Casa Padrão para Alugar em São Carlos - 3 Dormitórios, Suíte e Edícula no Cidade Jardim",https://www.roca.com.br/imovel/locacao/casas/são-carlos/cidade-jardim/51062
Roca,23608,Apartamento Padrão para Alugar no Jardim Paraíso em São Carlos - Conforto e Praticidade!,Apartamentos,Padrão,Locacao,"880,00",,"950,00","55,00",Jardim Paraíso,São Carlos,São Paulo,,-22.00586,-47.90145,2.0,,1.0,1.0,40.0,40.0,40.0,,Apartamento Padrão para Alugar no Jardim Paraíso em São Carlos - Conforto e Praticidade!,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-paraíso/23608
Roca,71939,Casa Padrão para Alugar no Jardim Bandeirantes em São Carlos - Conforto e Praticidade,Casas,Padrão,Locacao,"1.650,00",,,"20,00",Jardim Bandeirantes,São Carlos,São Paulo,,-22.0032077,-47.902285,2.0,,1.0,1.0,100.0,90.0,90.0,,Casa Padrão para Alugar no Jardim Bandeirantes em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-bandeirantes/71939
Roca,87838,Casa/Kitnet para Alugar no Jardim Paraíso em São Carlos - Conforto e Praticidade,Casas,Kitnet,Locacao,"760,00",,"100,00",,Jardim Paraíso,São Carlos,São Paulo,,-22.00538,-47.90163,1.0,,1.0,,35.0,35.0,35.0,,Casa/Kitnet para Alugar no Jardim Paraíso em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-paraíso/87838
Roca,87850,"Apartamento Moderno para Alugar no Residencial Parati em São Carlos - 2 Dormitórios, Suíte e Varanda!",Apartamentos,Padrão,,,"356.400,00","396,00","89,00",Residencial Parati,São Carlos,São Paulo,,-21.99303,-47.91655,2.0,,1.0,1.0,48.0,48.0,48.0,,"Apartamento Moderno para Alugar no Residencial Parati em São Carlos - 2 Dormitórios, Suíte e Varanda!",https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/residencial-parati/87850
Roca,19742,Salão Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,Comercial,Salão,Locacao,"14.556,00",,,"885,00",CENTRO,São Carlos,São Paulo,,-22.02098,-47.89077,,,2.0,,352.0,300.0,300.0,,Salão Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/centro/19742
Roca,46354,Casa/Kitnet para Alugar na Vila Costa do Sol em São Carlos - Conforto e Praticidade,Casas,Kitnet,Locacao,"945,00",,,,Vila Costa do Sol,São Carlos,São Paulo,,-22.0019397,-47.8835156,1.0,,2.0,,40.0,40.0,40.0,,Casa/Kitnet para Alugar na Vila Costa do Sol em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/casas/são-carlos/vila-costa-do-sol/46354
Roca,48261,"Apartamento com 2 Dormitórios e Sacada à Venda e Locação no Parque Arnold Schimidt, São Carlos",Apartamentos,Garagem,,,"267.000,00","430,00","50,00",Parque Arnold Schimidt,São Carlos,São Paulo,,-22.00355,-47.89355,2.0,,1.0,1.0,55.0,55.0,55.0,,"Apartamento com 2 Dormitórios e Sacada à Venda e Locação no Parque Arnold Schimidt, São Carlos",https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/parque-arnold-schimidt/48261
Roca,66782,Apartamento Padrão à Venda e Locação em São Carlos - Vila Monteiro Gleba I com 2 Dormitórios e 2 Vagas Cobertas,Apartamentos,Padrão,Locacao,"2.490,00",,"289,00","107,00",Vila Monteiro Gleba I,São Carlos,São Paulo,,-22.00971,-47.88909,2.0,,1.0,2.0,57.27,57.27,57.27,,Apartamento Padrão à Venda e Locação em São Carlos - Vila Monteiro Gleba I com 2 Dormitórios e 2 Vagas Cobertas,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-monteiro-gleba-i/66782
Roca,87837,Casa Padrão para Alugar em Santa Angelina - Conforto e Praticidade em São Carlos,Casas,Padrão,Locacao,"1.667,00",,,"80,00",Santa Angelina,São Carlos,São Paulo,,-21.99375,-47.9303,2.0,,2.0,2.0,150.0,120.0,120.0,,Casa Padrão para Alugar em Santa Angelina - Conforto e Praticidade em São Carlos,https://www.roca.com.br/imovel/locacao/casas/são-carlos/santa-angelina/87837
Roca,87839,Sobrado para Alugar em Santa Felícia - Conforto e Praticidade em São Carlos,Casas,Sobrado,Locacao,"2.500,00",,,"111,00",Santa Felícia,São Carlos,São Paulo,,-22.00198,-47.92442,3.0,,2.0,2.0,125.0,195.0,195.0,,Sobrado para Alugar em Santa Felícia - Conforto e Praticidade em São Carlos,https://www.roca.com.br/imovel/locacao/casas/são-carlos/santa-felícia/87839
Roca,87865,Apartamento Padrão para Alugar no Residencial Parati em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"2.223,00",,"315,00","98,00",Residencial Parati,São Carlos,São Paulo,,-21.99303,-47.91655,2.0,,1.0,1.0,50.0,50.0,50.0,,Apartamento Padrão para Alugar no Residencial Parati em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/residencial-parati/87865
Roca,87846,Apartamento Padrão para Alugar na Vila Lutfalla - Conforto e Praticidade em São Carlos,Apartamentos,Padrão,Locacao,"1.734,00",,"410,00",,Vila Lutfalla,São Carlos,São Paulo,,-22.03561,-47.86599,2.0,,1.0,1.0,50.0,50.0,50.0,,Apartamento Padrão para Alugar na Vila Lutfalla - Conforto e Praticidade em São Carlos,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-lutfalla/87846
Roca,27319,Apartamento Padrão para Alugar no Jardim Jóckei Club A em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"1.334,00",,"277,00","47,00",Jardim Jóckei Club A,São Carlos,São Paulo,,-21.98461,-47.89507,2.0,,1.0,1.0,45.0,45.0,45.0,,Apartamento Padrão para Alugar no Jardim Jóckei Club A em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-jóckei-club-a/27319
Roca,87849,"Apartamento Moderno para Alugar no Jardim Lutfalla, São Carlos - 2 Dormitórios, Suíte e Garagem Coberta!",Apartamentos,Padrão,Locacao,"2.778,00",,"262,00","80,00",Jardim Lutfalla,São Carlos,São Paulo,,-22.0054,-47.89488,2.0,,2.0,1.0,64.0,64.0,64.0,,"Apartamento Moderno para Alugar no Jardim Lutfalla, São Carlos - 2 Dormitórios, Suíte e Garagem Coberta!",https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/87849
Roca,87866,Casa Padrão para Alugar no Jardim São João Batista em São Carlos - Conforto e Praticidade,Casas,Padrão,Locacao,"2.334,00",,,"54,00",Jardim São João Batista,São Carlos,São Paulo,,-22.00207,-47.87682,3.0,,2.0,1.0,130.0,118.0,118.0,,Casa Padrão para Alugar no Jardim São João Batista em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-são-joão-batista/87866
Roca,87857,Apartamento Padrão para Alugar no Jardim Embaré em São Carlos - Conforto e Lazer ao Seu Alcance!,Apartamentos,Padrão,Locacao,"1.400,00",,"280,00","40,00",Jardim Embaré,São Carlos,São Paulo,,-21.96431,-47.92214,2.0,,1.0,1.0,45.0,45.0,45.0,,Apartamento Padrão para Alugar no Jardim Embaré em São Carlos - Conforto e Lazer ao Seu Alcance!,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-embaré/87857
Roca,47886,"Luxuosa Mansão à Venda e Locação no Jardim Cardinalli, São Carlos",Casas,Mansão,,,"750.000,00",,"414,00",Jardim Cardinalli,São Carlos,São Paulo,,,,3.0,,5.0,5.0,469.0,350.0,350.0,,"Luxuosa Mansão à Venda e Locação no Jardim Cardinalli, São Carlos",https://www.roca.com.br/imovel/venda/casas/são-carlos/jardim-cardinalli/47886
Roca,87845,"Casa Padrão para Alugar no Jardim Medeiros, São Carlos - Conforto e Praticidade",Casas,Padrão,Locacao,"1.500,00",,,"26,00",Jardim Medeiros,São Carlos,São Paulo,,-22.03849,-47.91548,2.0,,1.0,2.0,125.0,80.0,80.0,,"Casa Padrão para Alugar no Jardim Medeiros, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-medeiros/87845
Roca,7756,Casa Padrão para Alugar no Jardim dos Coqueiros em São Carlos - Conforto e Praticidade,Casas,Padrão,Locacao,"1.300,00",,,"24,00",Jardim dos Coqueiros,São Carlos,São Paulo,,-21.99629,-47.86034,2.0,,1.0,2.0,150.0,120.0,120.0,,Casa Padrão para Alugar no Jardim dos Coqueiros em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-dos-coqueiros/7756
Roca,87831,"Casa Padrão para Alugar na Vila Prado, São Carlos - Conforto e Praticidade",Casas,Padrão,Locacao,"3.000,00",,,"302,00",Vila Prado,São Carlos,São Paulo,,-22.02697,-47.90059,3.0,,2.0,1.0,506.0,182.0,182.0,,"Casa Padrão para Alugar na Vila Prado, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/locacao/casas/são-carlos/vila-prado/87831
Roca,61475,Casa em Condomínio no Bairro Moradas 2 - São Carlos,Casas,Condomínio,,,"290.000,00","215,00","44,00",Moradas 2,São Carlos,São Paulo,,-21.98484,-47.93834,2.0,,2.0,2.0,100.0,50.0,50.0,,Casa em Condomínio no Bairro Moradas 2 - São Carlos,https://www.roca.com.br/imovel/venda/casas/são-carlos/moradas-2/61475
Roca,87832,Conjunto Comercial para Alugar na Vila Prado - São Carlos,Comercial,Conjunto Comercial,Locacao,"3.334,00",,,,Vila Prado,São Carlos,São Paulo,,-22.02598,-47.89814,,,2.0,,160.0,160.0,160.0,,Conjunto Comercial para Alugar na Vila Prado - São Carlos,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/vila-prado/87832
Roca,77352,Apartamento Padrão para Alugar no Parque Faber Castell em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"4.000,00",,"427,00","175,00",Parque Faber Castell,São Carlos,São Paulo,,,,2.0,,2.0,1.0,58.0,58.0,58.0,,Apartamento Padrão para Alugar no Parque Faber Castell em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/parque-faber-castell/77352
Roca,56526,Chácara Espaçosa para Alugar em São Carlos - Conforto e Lazer em Tibaia,Rural,Chácara em condomínio,Locacao,"7.778,00",,"610,00",,Tibaia de São Fernando,São Carlos,São Paulo,,-21.93051,-47.88975,4.0,,6.0,10.0,,5180.0,5180.0,,Chácara Espaçosa para Alugar em São Carlos - Conforto e Lazer em Tibaia,https://www.roca.com.br/imovel/locacao/rural/são-carlos/tibaia-de-são-fernando/56526
Roca,81647,"Casa em Condomínio no Bairro Faixa Azul - São Carlos, 3 Dormitórios e 2 Vagas Cobertas",Casas,Condomínio,,,"990.000,00","340,00","260,00",Faixa Azul,São Carlos,São Paulo,,-21.96109,-47.88851,3.0,,2.0,2.0,250.0,228.94,228.94,,"Casa em Condomínio no Bairro Faixa Azul - São Carlos, 3 Dormitórios e 2 Vagas Cobertas",https://www.roca.com.br/imovel/venda/casas/são-carlos/faixa-azul/81647
Roca,54602,"Casa Padrão à Venda e Locação em Vila Prado, São Carlos - Conforto e Espaço para Sua Família!",Casas,Padrão,,,"450.000,00",,"207,00",Vila Prado,São Carlos,São Paulo,,-22.0284065,-47.8991745,4.0,,3.0,2.0,235.0,180.0,180.0,,"Casa Padrão à Venda e Locação em Vila Prado, São Carlos - Conforto e Espaço para Sua Família!",https://www.roca.com.br/imovel/venda/casas/são-carlos/vila-prado/54602
Roca,87829,Apartamento Padrão para Alugar em São Carlos - Vila Boa Vista 1 com 2 Dormitórios e Lazer Completo,Apartamentos,Padrão,Locacao,"1.297,00",,"260,00","73,00",Vila Boa Vista 1,São Carlos,São Paulo,,-22.03137,-47.90891,2.0,,1.0,1.0,46.57,46.57,46.57,,Apartamento Padrão para Alugar em São Carlos - Vila Boa Vista 1 com 2 Dormitórios e Lazer Completo,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-boa-vista-1/87829
Roca,87810,Apartamento Padrão para Alugar no Jardim Paulistano em São Carlos - Conforto e Segurança,Apartamentos,Padrão,Locacao,"1.445,00",,"557,00","40,00",Jardim Paulistano,São Carlos,São Paulo,,-21.99765,-47.8981,2.0,,1.0,1.0,50.84,50.84,50.84,,Apartamento Padrão para Alugar no Jardim Paulistano em São Carlos - Conforto e Segurança,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-paulistano/87810
Roca,87817,Casa/Kitnet para Alugar em Vila Brasília - Conforto e Praticidade em São Carlos,Casas,Kitnet,Locacao,"730,00",,"80,00",,Vila Brasília,São Carlos,São Paulo,,-21.99897,-47.88617,1.0,,1.0,1.0,35.0,35.0,35.0,,Casa/Kitnet para Alugar em Vila Brasília - Conforto e Praticidade em São Carlos,https://www.roca.com.br/imovel/locacao/casas/são-carlos/vila-brasília/87817
Roca,87809,Casa Comercial para Alugar no Jardim São Carlos - Oportunidade Imperdível!,Casas,Comercial,Locacao,"3.334,00",,,"96,00",Jardim São Carlos,São Carlos,São Paulo,,-22.02057,-47.88309,2.0,,1.0,2.0,302.0,111.57,111.57,,Casa Comercial para Alugar no Jardim São Carlos - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-são-carlos/87809
Roca,25417,Salão Comercial para Alugar no Bairro Maria Stella Faga em São Carlos - Oportunidade Imperdível!,Comercial,Salão,Locacao,"1.223,00",,,,Maria Stella Faga,São Carlos,São Paulo,,-22.00138,-47.85691,,,2.0,,35.0,35.0,35.0,,Salão Comercial para Alugar no Bairro Maria Stella Faga em São Carlos - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/maria-stella-faga/25417
Roca,70325,Apartamento Padrão para Alugar no Residencial Parati em São Carlos - Conforto e Segurança 24h,Apartamentos,Padrão,Locacao,"2.334,00",,"360,00","120,00",Residencial Parati,São Carlos,São Paulo,,-21.9929311,-47.9190129,2.0,,2.0,1.0,50.0,50.0,50.0,,Apartamento Padrão para Alugar no Residencial Parati em São Carlos - Conforto e Segurança 24h,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/residencial-parati/70325
Roca,79382,Casa/Kitnet para Alugar em Vila Brasília - Conforto e Praticidade em São Carlos,Casas,Kitnet,Locacao,"730,00",,"80,00",,Vila Brasília,São Carlos,São Paulo,,-21.99897,-47.88617,1.0,,1.0,1.0,35.0,35.0,35.0,,Casa/Kitnet para Alugar em Vila Brasília - Conforto e Praticidade em São Carlos,https://www.roca.com.br/imovel/locacao/casas/são-carlos/vila-brasília/79382
Roca,74888,"Casa Padrão para Alugar em Madre Cabrini, São Carlos - Conforto e Praticidade",Casas,Padrão,Locacao,"1.900,00",,,"113,00",MADRE CABRINI,São Carlos,São Paulo,,-22.04914,-47.89375,3.0,,2.0,2.0,250.0,120.0,120.0,,"Casa Padrão para Alugar em Madre Cabrini, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/locacao/casas/são-carlos/madre-cabrini/74888
Roca,84785,"Apartamento Alto Padrão à Venda e Locação no Centro de São Carlos - 4 Suítes, 3 Vagas Cobertas!",Apartamentos,Alto Padrão,,,"1.150.000,00","1.600,00","600,00",CENTRO,São Carlos,São Paulo,,-22.01314,-47.89425,4.0,,5.0,3.0,242.0,242.0,242.0,,"Apartamento Alto Padrão à Venda e Locação no Centro de São Carlos - 4 Suítes, 3 Vagas Cobertas!",https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/centro/84785
Roca,87800,Casa em Condomínio para Alugar no Bairro Moradas 2 em São Carlos - Conforto e Segurança,Casas,Condomínio,Locacao,"1.445,00",,"215,00",,Moradas 2,São Carlos,São Paulo,,-21.9833528,-47.9429421,2.0,,2.0,2.0,100.0,70.0,70.0,,Casa em Condomínio para Alugar no Bairro Moradas 2 em São Carlos - Conforto e Segurança,https://www.roca.com.br/imovel/locacao/casas/são-carlos/moradas-2/87800
Roca,77191,"Casa/Sobrado à venda e locação no CENTRO de São Carlos - 3 dorms, 2 garagens, 2 salas",Casas,Sobrado,,,"1.500.000,00",,"252,00",CENTRO,São Carlos,São Paulo,,-22.01398,-47.88411,4.0,,2.0,2.0,319.0,245.0,245.0,,"Casa/Sobrado à venda e locação no CENTRO de São Carlos - 3 dorms, 2 garagens, 2 salas",https://www.roca.com.br/imovel/venda/casas/são-carlos/centro/77191
Roca,80709,Apartamento Padrão para Alugar no Jardim Jóckei Club A em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"1.223,00",,"270,00","60,00",Jardim Jóckei Club A,São Carlos,São Paulo,,-21.97951,-47.9016,2.0,,1.0,1.0,40.0,40.0,40.0,,Apartamento Padrão para Alugar no Jardim Jóckei Club A em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-jóckei-club-a/80709
Roca,61346,Apartamento Padrão para Alugar no Jardim Paraíso em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"2.000,00",,"250,00","90,00",Jardim Paraíso,São Carlos,São Paulo,,-22.01046,-47.89758,1.0,,1.0,1.0,60.0,60.0,60.0,,Apartamento Padrão para Alugar no Jardim Paraíso em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-paraíso/61346
Roca,85420,Studio Moderno para Alugar no Parque Arnold Schimidt em São Carlos - Conforto e Praticidade!,Apartamentos,Studio,Locacao,"2.223,00",,,,Parque Arnold Schimidt,São Carlos,São Paulo,,-21.99975,-47.89639,1.0,,1.0,,22.0,22.0,22.0,,Studio Moderno para Alugar no Parque Arnold Schimidt em São Carlos - Conforto e Praticidade!,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/parque-arnold-schimidt/85420
Roca,14506,Sala comercial para alugar no Centro de São Carlos | Ideal para seu negócio!,Comercial,Sala,Locacao,"889,00",,,"100,00",CENTRO,São Carlos,São Paulo,,-22.0220194,-47.8929316,,,1.0,,17.0,17.0,17.0,,Sala comercial para alugar no Centro de São Carlos | Ideal para seu negócio!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/centro/14506
Roca,85421,Studio Moderno para Alugar no Parque Arnold Schimidt em São Carlos,Apartamentos,Studio,Locacao,"2.445,00",,,,Parque Arnold Schimidt,São Carlos,São Paulo,,-21.99975,-47.89639,1.0,,1.0,,25.0,25.0,25.0,,Studio Moderno para Alugar no Parque Arnold Schimidt em São Carlos,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/parque-arnold-schimidt/85421
Roca,87776,Sala Comercial para Alugar no Jardim Gibertoni - Oportunidade Imperdível em São Carlos!,Comercial,Sala,Locacao,"1.667,00",,,"36,00",Jardim Gibertoni,São Carlos,São Paulo,,-22.01846,-47.90742,,,1.0,,65.0,65.0,65.0,,Sala Comercial para Alugar no Jardim Gibertoni - Oportunidade Imperdível em São Carlos!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/jardim-gibertoni/87776
