fonte,codigo,titulo,tipo,subtipo,finalidade,preco_locacao,preco_venda,valor_condominio,valor_iptu,bairro,cidade,estado,endereco,latitude,longitude,dormitorios,suites,banheiros,garagens,area_total,area_construida,area_util,area_terreno,descricao,url
Roca,48384,Apartamento Padrão à Venda e Locação no Parque Faber Castell I em São Carlos,Apartamentos,Padrão,,,"1.000.000,00",1130,406,Parque Faber Castell I,São Carlos,São Paulo,,-22.0159670192382,-47.9167038202286,4,,2,2,3,103,103,,Apartamento Padrão à Venda e Locação no Parque Faber Castell I em São Carlos,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/parque-faber-castell-i/48384
Roca,45759,Apartamento Padrão à Venda e Locação no Jardim São Carlos - Conforto e Segurança,Apartamentos,Padrão,,,"267.000,00",335,86,Jardim São Carlos,São Carlos,São Paulo,,-22.0199000000000,-47.8984500000000,2,,1,1,2,47,47,,Apartamento Padrão à Venda e Locação no Jardim São Carlos - Conforto e Segurança,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/jardim-são-carlos/45759
Roca,76271,Casa Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,Casas,Comercial,Locacao,"2.650,00",,,,CENTRO,São Carlos,São Paulo,,-22.0140200000000,-47.8862800000000,5,250,4,4,4,,480,,Casa Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/casas/são-carlos/centro/76271
Roca,76066,Casa Charmosa para Alugar no Jardim Real em São Carlos - 2 Dormitórios e Infraestrutura Completa!,Casas,Kitnet,Locacao,"889,00",,,,JARDIM REAL,São Carlos,São Paulo,,-22.0004600000000,-47.8738100000000,2,35,1,,2,,35,,Casa Charmosa para Alugar no Jardim Real em São Carlos - 2 Dormitórios e Infraestrutura Completa!,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-real/76066
Roca,22148,Sala Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,Comercial,Sala,Locacao,"1.400,00",,,74,CENTRO,São Carlos,São Paulo,,-22.0216000000000,-47.8880500000000,,,2,,,40,40,,Sala Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/centro/22148
Roca,74705,Apartamento Padrão à Venda e Locação no Jardim Gibertoni em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,,,"310.000,00",450,64,Jardim Gibertoni,São Carlos,São Paulo,,-22.0192000000000,-47.9077200000000,2,,1,,2,60,60,,Apartamento Padrão à Venda e Locação no Jardim Gibertoni em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/jardim-gibertoni/74705
Roca,87523,Apartamento Alto Padrão à Venda no Centro de São Carlos - Conforto e Sofisticação,Apartamentos,Alto Padrão,,,"960.000,00",607,90,CENTRO,São Carlos,São Paulo,,-22.0173600000000,-47.8887400000000,3,,2,2,2,74.16,80,,Apartamento Alto Padrão à Venda no Centro de São Carlos - Conforto e Sofisticação,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/centro/87523
Roca,22146,Sala Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,Comercial,Sala,Locacao,"1.780,00",,,78,CENTRO,São Carlos,São Paulo,,-22.0216000000000,-47.8880500000000,,,1,,,40,40,,Sala Comercial para Alugar no Centro de São Carlos - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/centro/22146
Roca,25053,"Apartamento Padrão para Alugar na Vila Arnaldo - São Carlos, 2 Dormitórios e Garagem Coberta!",Apartamentos,Padrão,Locacao,"2.445,00",,415,130,Vila Arnaldo,São Carlos,São Paulo,,,,2,,1,1,2,60,60,,"Apartamento Padrão para Alugar na Vila Arnaldo - São Carlos, 2 Dormitórios e Garagem Coberta!",https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-arnaldo/25053
Roca,75344,Casa em Condomínio para Alugar no Parque Sabará - São Carlos,Casas,Condomínio,Locacao,"2.200,00",,460,81,Parque Sabará,São Carlos,São Paulo,,-22.0149276079361,-47.8587305545807,2,55,1,1,2,,60,,Casa em Condomínio para Alugar no Parque Sabará - São Carlos,https://www.roca.com.br/imovel/locacao/casas/são-carlos/parque-sabará/75344
Roca,61047,Salão Comercial para Alugar no Jardim São João Batista - Oportunidade Imperdível em São Carlos!,Comercial,Salão,Locacao,"3.334,00",,,,Jardim São João Batista,São Carlos,São Paulo,,-22.0026900000000,-47.8797300000000,,,2,3,,100,340,,Salão Comercial para Alugar no Jardim São João Batista - Oportunidade Imperdível em São Carlos!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/jardim-são-joão-batista/61047
Roca,32364,"Apartamento Kitnet para Alugar no Jardim Lutfalla, São Carlos - Conforto e Praticidade",Apartamentos,Kitnet,Locacao,"834,00",,125,,Jardim Lutfalla,São Carlos,São Paulo,,-22.0057118572309,-47.8959864436945,1,,1,1,1,30,30,,"Apartamento Kitnet para Alugar no Jardim Lutfalla, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/32364
Roca,77832,Casa em Condomínio para Alugar no Parque Fehr - Conforto e Segurança em São Carlos,Casas,Condomínio,Locacao,"1.500,00",,160,42,Parque Fehr,São Carlos,São Paulo,,-21.9783700000000,-47.9364500000000,1,200,1,6,1,,200,,Casa em Condomínio para Alugar no Parque Fehr - Conforto e Segurança em São Carlos,https://www.roca.com.br/imovel/locacao/casas/são-carlos/parque-fehr/77832
Roca,75172,"Casa Padrão à Venda e Locação na Vila Izabel, São Carlos - Conforto e Praticidade",Casas,Padrão,,,"280.000,00",,,Vila Izabel,São Carlos,São Paulo,,-22.0353400000000,-47.8824400000000,3,184.47,2,2,3,,548,,"Casa Padrão à Venda e Locação na Vila Izabel, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/venda/casas/são-carlos/vila-izabel/75172
Roca,61276,Apartamento Padrão para Alugar no Centro de São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"2.223,00",,335,86,CENTRO,São Carlos,São Paulo,,-22.0143059468151,-47.8969681262970,2,,1,,2,71,71,,Apartamento Padrão para Alugar no Centro de São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/centro/61276
Roca,87536,Ponto Comercial para Alugar no Jardim Alvorada - Oportunidade Imperdível!,Comercial,Ponto Comercial,Locacao,"8.889,00",,,420,Jardim Alvorada,São Carlos,São Paulo,,-22.0097700000000,-47.9056000000000,,,5,16,,699,699,,Ponto Comercial para Alugar no Jardim Alvorada - Oportunidade Imperdível!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/jardim-alvorada/87536
Roca,75105,"Apartamento Padrão para Alugar no Jardim Embaré, São Carlos - Conforto e Praticidade",Apartamentos,Padrão,Locacao,"1.000,00",,195,42,Jardim Embaré,São Carlos,São Paulo,,-21.9751300000000,-47.9332800000000,2,,1,1,2,50,50,,"Apartamento Padrão para Alugar no Jardim Embaré, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-embaré/75105
Roca,50746,Apartamento Padrão para Alugar no Jardim Lutfalla em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"2.480,00",,342,90,Jardim Lutfalla,São Carlos,São Paulo,,-22.0059000000000,-47.8924200000000,2,,1,,2,45,45,,Apartamento Padrão para Alugar no Jardim Lutfalla em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/50746
Roca,5549,"Casa Luxuosa em Condomínio no Parque Faber Castell I - 5 Suítes, Piscina e Muito Mais!",Casas,Condomínio,Locacao,"9.889,00",,500,200,Parque Faber Castell I,São Carlos,São Paulo,,-22.0191448849699,-47.9205018281937,10,360,6,4,5,,465,,"Casa Luxuosa em Condomínio no Parque Faber Castell I - 5 Suítes, Piscina e Muito Mais!",https://www.roca.com.br/imovel/locacao/casas/são-carlos/parque-faber-castell-i/5549
Roca,87556,Apartamento Padrão para Alugar no Jardim Gibertoni em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"2.223,00",,255,90,Jardim Gibertoni,São Carlos,São Paulo,,-22.0187600000000,-47.9075700000000,2,,1,1,2,60,60,,Apartamento Padrão para Alugar no Jardim Gibertoni em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-gibertoni/87556
Roca,38770,Apartamento Padrão para Alugar no Centro de São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"1.000,00",,126,36,CENTRO,São Carlos,São Paulo,,-22.0161800000000,-47.8931000000000,1,,1,,1,30,30,,Apartamento Padrão para Alugar no Centro de São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/centro/38770
Roca,87552,Sala Comercial para Alugar na Vila Marina - Oportunidade Imperdível em São Carlos!,Comercial,Sala,Locacao,"13.334,00",,990,,Vila Marina,São Carlos,São Paulo,,,,,,2,,,40,40,,Sala Comercial para Alugar na Vila Marina - Oportunidade Imperdível em São Carlos!,https://www.roca.com.br/imovel/locacao/comercial/são-carlos/vila-marina/87552
Roca,68330,Apartamento Padrão à Venda e Locação no Jardim Jóckei Club A em São Carlos - Conforto e Lazer em um Só Lugar!,Apartamentos,Padrão,,,"220.000,00",235,87,Jardim Jóckei Club A,São Carlos,São Paulo,,-21.9798928000000,-47.9015553000000,2,,1,1,2,50,50,,Apartamento Padrão à Venda e Locação no Jardim Jóckei Club A em São Carlos - Conforto e Lazer em um Só Lugar!,https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/jardim-jóckei-club-a/68330
Roca,76662,"Apartamento Padrão para Alugar na Vila Celina, São Carlos - Conforto e Praticidade",Apartamentos,Padrão,Locacao,"1.300,00",,126,99,Vila Celina,São Carlos,São Paulo,,-21.9927700000000,-47.8849200000000,1,,1,,1,30,30,,"Apartamento Padrão para Alugar na Vila Celina, São Carlos - Conforto e Praticidade",https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-celina/76662
Roca,63921,Apartamento Padrão para Alugar no Jardim Santa Paula - São Carlos,Apartamentos,Padrão,Locacao,"1.445,00",,241,33,Jardim Santa Paula,São Carlos,São Paulo,,-21.9980600000000,-47.8987200000000,1,,1,1,1,45,45,,Apartamento Padrão para Alugar no Jardim Santa Paula - São Carlos,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/jardim-santa-paula/63921
Roca,54789,Apartamento Padrão para Alugar no Bairro Cidade Jardim em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"1.334,00",,310,53,Cidade Jardim,São Carlos,São Paulo,,-21.9959000000000,-47.8937000000000,1,,1,,1,45,45,,Apartamento Padrão para Alugar no Bairro Cidade Jardim em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/cidade-jardim/54789
Roca,23839,Casa Padrão para Alugar em São Carlos - Conforto e Praticidade no Bairro Astolpho Luiz do Prado,Casas,Padrão,Locacao,"900,00",,,,Astolpho Luiz do Prado,São Carlos,São Paulo,,-21.9952200000000,-47.8578400000000,1,50,1,2,1,,50,,Casa Padrão para Alugar em São Carlos - Conforto e Praticidade no Bairro Astolpho Luiz do Prado,https://www.roca.com.br/imovel/locacao/casas/são-carlos/astolpho-luiz-do-prado/23839
Roca,44876,Apartamento Kitnet para Alugar na Vila Costa do Sol - São Carlos,Apartamentos,Kitnet,Locacao,"1.260,00",,,30,Vila Costa do Sol,São Carlos,São Paulo,,-22.0038700000000,-47.8884000000000,1,,1,,1,20,20,,Apartamento Kitnet para Alugar na Vila Costa do Sol - São Carlos,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-costa-do-sol/44876
Roca,79663,Apartamento Padrão para Alugar no Parque Faber Castell em São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"3.889,00",,600,325,Parque Faber Castell,São Carlos,São Paulo,,,,4,,2,2,3,79,79,,Apartamento Padrão para Alugar no Parque Faber Castell em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/parque-faber-castell/79663
Roca,46355,Apartamento Moderno para Alugar na Vila Costa do Sol em São Carlos - 1 Suíte,Apartamentos,Kitnet,Locacao,"723,00",,,,Vila Costa do Sol,São Carlos,São Paulo,,,,2,,2,,1,40,40,,Apartamento Moderno para Alugar na Vila Costa do Sol em São Carlos - 1 Suíte,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/vila-costa-do-sol/46355
Roca,59238,Casa Padrão à Venda e Locação no Residencial Samambaia em São Carlos - Conforto e Praticidade,Casas,Padrão,,,"638.300,00",,52,Residencial Samambaia,São Carlos,São Paulo,,-21.9547800000000,-47.8828400000000,4,170,2,2,3,,250,,Casa Padrão à Venda e Locação no Residencial Samambaia em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/venda/casas/são-carlos/residencial-samambaia/59238
Roca,29211,Apartamento Padrão para Alugar no Centro de São Carlos - Conforto e Praticidade,Apartamentos,Padrão,Locacao,"2.223,00",,670,136,CENTRO,São Carlos,São Paulo,,-22.0084700000000,-47.8918100000000,4,,2,1,3,80,80,,Apartamento Padrão para Alugar no Centro de São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/apartamentos/são-carlos/centro/29211
Roca,24798,Casa Padrão para Alugar no Jardim Santa Paula em São Carlos - Conforto e Praticidade,Casas,Padrão,Locacao,"850,00",,,26,Jardim Santa Paula,São Carlos,São Paulo,,-21.9963400000000,-47.9005200000000,1,40,1,1,1,,40,,Casa Padrão para Alugar no Jardim Santa Paula em São Carlos - Conforto e Praticidade,https://www.roca.com.br/imovel/locacao/casas/são-carlos/jardim-santa-paula/24798
Roca,11090,"Apartamento Padrão à Venda e Locação no Jardim Paraíso, São Carlos",Apartamentos,Padrão,,,"160.000,00",273,54,Jardim Paraíso,São Carlos,São Paulo,,-22.0094800000000,-47.9033300000000,1,,1,1,1,38,38,,"Apartamento Padrão à Venda e Locação no Jardim Paraíso, São Carlos",https://www.roca.com.br/imovel/venda/apartamentos/são-carlos/jardim-paraíso/11090
